,Protein.IDs,REF1,REF2,REF3,Temp36_1,Temp36_2,Temp33_1,Osmo0.4_1,Osmo0.4_2,Osmo0.4_3,Osmo0.2_1,Osmo0.2_2,Osmo0.2_3,Osmo0.6_1,Osmo0.6_2,Osmo0.6_3,EtOH20_1,EtOH60_1,EtOH20_2,EtOH20_3,EtOH60_2,EtOH40_1,EtOH40_2,EtOH40_3,EtOH60_3,Temp33_2,Temp33_3,Temp38_1,Temp38_2,Temp38_3,Temp36_3,Osmo0.8_1,Osmo0.8_2,Osmo0.8_3,Osmo1.0_2,Osmo1.0_1,Osmo1.2_2,Osmo1.2_1,Osmo1.2_3,Osmo1.3_1,Osmo1.3_2,Osmo1.3_3,Osmo1.4_1
881,P38169,654.702271,582.0753342,711.5736067,626.7723117,609.1136054,627.0024043,523.2303131,485.3522448,770.7376126,608.5710135,666.323827,677.3565534,513.5161003,521.4730324,592.6796389,538.4896506,623.5686562,642.5713128,748.077547,675.548126,593.1942518,794.1112155,743.0169769,759.8845681,603.3576082,696.1298347,576.1843803,615.3128162,739.8867395,856.8799556,868.6511709,934.2803381,886.3983899,925.8993237,853.7593457,729.6451942,907.9028411,880.1200902,916.7471063,901.3808262,911.19937,255.3256
882,P38172,253.8862698,255.7590941,NA,404.6086969,NA,NA,213.3847005,NA,NA,294.7471698,168.9422138,208.4489037,150.3214715,NA,NA,466.1619232,204.6538393,593.2028295,965.5368297,216.6004896,379.0450906,275.7714911,501.2950281,249.7652311,335.6014248,208.8157477,120.9175943,148.6578595,NA,455.6789988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,P38174,222.1580712,235.7288591,266.2615123,217.8890555,227.1777064,218.7408356,184.5635604,190.2945004,287.7789172,212.0375165,246.1200433,254.4659825,170.6280022,202.958793,242.3428503,260.3841552,273.2750895,220.9945405,253.8386009,296.6238059,267.2179451,235.8584636,331.5501672,342.8697766,224.3070512,205.5849371,212.2998526,199.5134806,250.4791177,273.8099882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,P38175,65.10636938,61.15215082,59.84962648,43.57682471,40.96430525,50.57956763,52.36866043,50.24966966,69.91283054,51.65980242,66.70904166,61.71591959,51.03288761,60.77702107,83.74576832,53.23475577,68.58767526,47.87218239,61.93582928,80.40730142,82.67240923,109.1148333,89.4303149,87.9661446,50.87826791,48.37236045,36.22532675,67.07667168,46.38402091,53.81070425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,P38181,131.8216964,185.2909937,204.2179077,115.8610621,179.3000531,164.9039612,193.2638592,188.5671543,NA,180.3501266,261.8743268,281.4718914,125.0026121,NA,NA,259.1199294,221.2070332,216.2033155,286.1387066,232.5012013,179.9877793,203.8630253,NA,144.4027273,146.2674541,234.8841807,115.5851895,181.8645551,NA,NA,349.0133958,333.6751014,321.5065353,415.7189909,336.5892396,374.8815736,401.4783368,335.3747835,324.8187912,293.9263178,NA,286.0300701
886,P38182,57.38299296,66.07978544,75.81803865,63.42365586,55.38675538,58.43645057,37.43866012,38.51553712,64.88941297,53.86175907,54.36156833,42.66324943,35.32804439,31.14902875,27.23253468,50.45129565,48.17601085,35.06652182,51.79845896,53.51888642,43.52308967,35.68576052,53.68323283,59.00309568,52.80236763,54.87210732,44.8054589,32.85410647,42.40453495,59.33847601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,P38203,1420.267146,1542.075646,1690.149365,1668.773379,1645.613359,1699.972959,1570.78597,1287.514369,1797.298326,1542.346709,1453.920535,1717.778079,1609.688209,1502.853546,1344.634193,1833.617626,1675.625022,1538.695384,1391.548716,1578.273303,1574.873989,1761.257839,1591.585421,1664.815564,1785.666984,1688.198254,1399.4275,1561.699818,1501.18228,1640.996901,1174.086547,NA,1291.968709,NA,1070.711173,1203.683154,1119.419841,1068.153487,1031.352466,991.7166797,952.5035189,708.4824614
889,P38205,1465.842682,1470.480806,1601.738603,1273.980144,1418.514197,1313.716046,1543.209568,1483.832965,1713.018544,1517.901289,1490.640736,1807.709848,1453.232617,1560.305331,1659.664175,1372.485399,1008.625946,1145.510221,1311.073258,1065.408718,963.7059525,1045.982463,1122.500085,1131.029896,1435.953656,1526.124805,1041.137662,1060.893405,1073.089958,1482.275365,2849.071149,2987.962101,3091.740814,2721.225847,2945.474926,2703.279851,2797.349754,2723.077681,2789.703677,2956.737107,2788.839552,2736.111428
890,P38217,51.90975188,53.94242417,51.25942402,54.24664087,78.49596966,58.1707337,55.54471768,61.24288451,NA,48.13615446,47.75462062,59.86142584,49.53209859,55.38928113,69.29172819,46.81673634,94.98307422,48.37825812,50.73293229,109.5796457,51.34102438,62.5530011,60.18406342,124.6466601,54.09677349,53.04477547,73.0618586,78.19147439,108.7364244,76.38530439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,P38221,351.9330547,338.9893853,373.7337952,1423.855452,380.0854812,309.6728544,350.4886893,316.8876737,392.7467472,349.9358279,206.2290772,326.9585067,405.2824462,391.6707724,447.7626358,421.9949417,238.735845,315.5355118,468.5122139,NA,233.1580934,422.864043,468.8080996,404.4925213,322.0484007,330.8935786,566.62441,603.1928197,494.1208564,303.4743333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,P38226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,P38228,NA,9.14236081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.31774954,NA,NA,33.32363752,32.93451722,46.02986003,NA,44.79141041,NA,NA,NA,67.58119953,NA,37.48563212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,P38230,1952.405766,1915.764985,1897.873083,1678.097105,1845.913906,1644.494739,1843.810611,1668.16602,2481.734521,2041.918785,2199.282001,2002.976951,1595.200126,1585.705231,1565.590577,2065.765307,399.6244054,1684.24256,1785.416871,635.0703699,1316.229928,868.5552798,1293.396573,554.7210106,2140.348613,1648.030487,303.8523975,246.7996172,374.5472459,1914.757483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,P38234,2144.291303,2070.349341,2003.673504,2781.75262,2797.465946,2463.282327,1676.990978,1716.346049,2389.789021,1721.972854,2107.529789,1953.364897,1777.673041,1700.51788,1921.383698,3242.611309,3495.267034,3405.245128,3438.889523,3630.255042,3175.949347,3390.988878,3637.263404,3854.774441,2426.93028,2594.195814,2399.847529,2790.844778,2694.656627,3138.853854,1243.471857,1261.139547,1245.20625,1407.688173,1117.151443,1167.214222,1273.971989,1294.928118,1167.103649,1201.711482,1298.134568,1074.288988
899,P38238,646.2612737,574.6912563,829.0590611,638.4678619,699.1396512,573.1948696,703.1948492,683.0412286,785.5391047,484.6304343,789.9155738,691.282202,907.0235318,654.4008391,721.6983803,537.2643498,453.5707817,579.5888538,543.7247921,547.2462336,519.3199607,634.9784368,474.2449077,460.7152022,734.885876,736.5034272,553.2543602,536.5751075,578.6266809,734.885876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,P38249,1511.032691,1481.069284,1478.2503,1354.006086,1344.12345,1329.187819,1611.351722,1598.351524,1607.509071,1482.687894,1503.571115,1783.256406,1697.428966,1647.742517,2011.92108,1095.73235,1676.637619,1149.052916,1341.498965,1774.252744,1335.01563,1426.334586,1499.679014,1960.759939,1394.525675,1596.637168,1562.422516,1643.774976,1788.374294,1534.197821,2752.28278,2778.603798,2784.305236,3208.82708,2865.378672,2773.262631,2827.361664,2605.292513,2820.499984,2769.193841,2867.309653,2587.4085
902,P38254,203.987962,181.0846741,207.2729681,173.8644923,188.2958868,169.8747393,167.813786,135.5139826,140.7336346,211.3395633,121.5749044,114.7258906,153.6318705,176.2233909,198.7816623,193.2585718,207.4748508,106.0089725,NA,187.3148341,153.6817483,236.4331309,183.9145497,123.5081053,186.9982919,198.1990503,218.3867432,201.9907823,NA,NA,88.71645646,183.816524,95.53332786,91.36127946,99.40541045,110.0282474,91.22429472,NA,95.99659183,105.2038097,NA,69.62083411
903,P38255,295.7914085,308.9147093,334.4669011,NA,334.8126005,328.000007,258.8939378,232.4857593,283.434244,278.2102194,NA,299.0070978,141.1037298,362.4837023,325.5045368,NA,412.6045255,297.01833,439.2748813,399.4877643,308.4897729,426.4425033,NA,391.074514,421.1099921,NA,247.3766614,249.9856979,229.1959034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,P38256,156.5776354,140.998868,157.9876884,181.8741357,169.6524814,144.0495477,192.9255662,158.6237265,149.4321502,150.019768,127.4981011,163.9248877,190.4792125,204.4285705,197.8324721,122.8326623,192.3081056,136.9652783,146.5439122,200.7405582,178.2326069,179.6178689,215.4995699,251.1905671,137.0668208,170.8463679,238.9131912,278.4981291,279.671244,194.8809457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,P38260,3940.029454,3752.850045,4685.511003,3778.109062,4345.165423,3902.12962,3057.341157,3317.701751,3724.513149,3321.932898,3313.33348,4259.341612,2579.656501,2599.757134,2994.959655,2553.480607,1223.604169,2046.621131,2133.833428,1595.445196,1446.110158,2283.659616,2065.98664,1586.410192,4529.212956,3794.717832,3075.230528,3198.624008,3413.309346,4031.282376,3584.297793,3395.931689,3896.089107,3132.887931,3209.617346,3111.604144,2853.233219,2934.201738,2796.548496,2625.9791,2665.763171,1910.258283
906,P38261,NA,NA,55.7465291,65.44669476,92.09834514,51.66633328,NA,NA,NA,NA,NA,NA,NA,55.31800397,NA,NA,91.96290297,NA,NA,77.68597104,52.31393235,54.28878173,NA,82.4319855,NA,NA,NA,75.19436352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,P38264,2176.014814,1952.109904,2097.046535,1808.657055,1785.572986,1782.911527,2136.754811,2102.9454,2189.758066,1874.557818,2314.318165,2162.833999,2133.895894,2119.33973,2250.104107,1780.12552,1523.085686,2042.614999,2538.449208,1374.575205,1441.585229,1807.017665,1816.34704,1714.549335,1926.641449,2075.39749,1411.642584,1338.954882,1681.764982,1948.294394,1141.8689,1272.540295,1313.113853,1269.452654,1427.704784,1257.897331,1347.290103,1324.771625,1410.2839,1547.509991,1406.881752,797.6390193
909,P38271,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,P38281,246.114217,248.1233126,261.0224195,306.3721451,340.9480828,257.176329,196.701024,168.0759778,250.729199,225.6994182,215.4376934,275.9214741,149.1293409,185.5982333,208.9010708,243.2795193,282.3543904,256.5410251,275.747472,283.7527096,276.1140478,362.4358241,318.7781285,326.8976805,269.4688977,280.9349484,260.1234319,366.3460439,379.4529376,365.8996543,102.5857998,NA,117.9803562,NA,126.778331,NA,111.5318467,115.3619124,NA,122.7918456,124.5109513,110.7451109
911,P38286,731.9797888,777.2093857,800.8918499,743.5810217,725.0791216,763.6728992,755.6776124,756.4086185,835.1058128,740.7633152,738.6058653,810.0180346,648.0144277,804.3933916,874.9765864,828.3235269,1065.563873,906.4189445,1269.739633,918.4856023,809.5288511,869.4633908,991.0068135,1270.169331,653.6116546,803.2915772,752.9488776,749.0419824,857.0742522,820.4292133,551.3205695,503.6625294,574.512584,562.8632191,563.04886,460.9596715,463.6198366,532.7811948,523.3890223,623.7355292,470.682146,488.6337441
912,P38288,369.519869,382.385854,352.2835274,309.893355,376.4608576,359.0615165,408.1731876,333.8997442,407.1729213,330.0908391,443.9525473,421.0871038,354.1242663,417.5032385,420.5370227,394.8135408,395.3286863,374.2452557,429.7653278,387.0697718,360.8980839,590.5454545,514.6620158,438.5845925,335.0726941,348.4230166,280.6023891,264.1539286,311.4486307,392.1980853,626.0200005,597.114003,730.0090975,482.5454411,572.1692927,625.2476131,612.7265961,654.7328041,575.7854741,515.4288377,NA,532.6289855
914,P38300,258.8526538,373.5608953,NA,NA,268.1879529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.2181658,NA,NA,356.1258169,968.820525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,P38314,1131.468358,1248.430103,1481.825765,2297.057152,1963.815739,1995.866467,1036.095171,1032.109618,1225.076276,1269.142523,1945.643084,1458.620575,897.9629497,933.3248155,NA,1070.04579,811.8671908,1239.606211,922.7847272,418.1373326,814.3312392,1225.159768,NA,551.7308147,1180.430053,2362.411364,726.2607523,906.6812564,863.292399,1877.567421,632.289852,NA,796.3110844,383.4672733,586.1043261,466.8774023,422.751103,456.5150412,538.0611077,526.8667626,271.3106632,439.5757788
917,P38331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.96943242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,P38339,22.44132866,22.44463805,24.5703365,20.52867338,20.46182272,21.08806361,22.39729656,18.05023535,NA,26.98627357,25.53351092,19.22224302,31.8720336,22.96812925,26.07546372,24.42880281,25.58453979,19.55957648,24.52414753,24.79134635,6.506109338,23.65551515,26.77998553,35.52468322,26.1786194,NA,25.48221114,23.70504906,32.25478619,30.95584769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,P38340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,P38352,65.86295023,NA,95.43289895,100.3114697,73.66470141,86.24022911,65.59982852,NA,78.03423677,NA,NA,NA,63.79946236,NA,72.17816098,79.75531421,51.60369912,NA,NA,57.85488632,49.06777715,53.80893942,NA,NA,95.64767288,90.94041277,36.59319655,46.11684526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,P38428,NA,NA,NA,NA,NA,100.5042142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5696225,NA,167.3573786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,P38523,9962.243251,11211.44677,12166.19066,9905.671213,9321.657483,11831.51389,11391.97261,12127.36579,13192.16952,10707.27124,11468.58949,13575.92214,10433.05424,11975.86073,13913.55835,9675.9771,15198.35459,10952.03847,12955.57397,14768.66024,13873.46739,16573.48102,16496.39864,17733.27114,10285.81152,10859.49076,9205.529904,11967.10605,10145.56828,13116.39078,16410.65619,17335.61958,15160.73648,18596.87182,16984.70214,16148.28074,16800.92621,16641.86362,15633.05289,16310.34601,16994.69128,10069.27514
928,P38555,852.0790549,867.1560569,890.7992543,933.295785,860.9241662,774.4194953,662.6247116,738.8058685,883.258354,732.1720574,792.5086799,843.5604865,636.0015912,729.1460983,871.0481397,812.482314,1050.443981,805.5351384,849.6914428,1106.086572,906.0201939,1031.955363,1117.358483,1084.041947,851.4808948,872.1441917,1021.149832,1026.909821,1228.630286,961.3113014,1127.97239,1349.890457,1215.445349,1396.710875,1214.891153,1192.952218,1358.147369,1238.41914,1268.286607,1361.501676,1347.728265,1356.99454
929,P38604,165.4799613,136.2792987,120.7781928,91.59681117,73.92478972,109.0334958,180.6550348,157.5714251,NA,124.4402573,122.5755246,133.330351,148.0517453,157.3302283,140.3239949,116.071599,68.0481165,85.00305281,85.74092296,45.71633277,49.50422101,69.31171523,53.85355533,72.30585017,75.43690914,NA,87.05548029,85.95291119,NA,87.54659666,61.80413666,91.60756032,92.19516605,38.36927731,39.51435022,NA,NA,NA,38.94895704,NA,NA,45.33836909
930,P38615,318.486083,336.2980424,423.7300462,365.4310167,384.9949811,384.92365,329.8952643,259.1299444,300.2497928,377.1052814,384.5104507,312.6624853,260.6318266,318.7890772,248.7218112,414.2090668,356.5137825,350.4991086,441.1773834,366.2879135,369.6968497,457.9729337,432.0125632,342.4060019,338.4290768,333.7641642,191.0740749,214.4477561,210.8522614,474.7922427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,P38620,57.6333575,64.48592649,76.57464153,104.1094296,93.47622031,78.33071812,57.0115295,47.08553129,67.23578313,55.49668096,73.81975019,61.26578395,52.09243561,51.05144722,47.5637041,70.010308,86.92326442,54.19293705,76.44303256,53.05810383,65.02650839,70.24098185,64.72559842,81.86890364,74.71996928,83.90784824,81.25450488,90.39683962,104.2498737,102.3225796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,P38624,1017.86797,1099.524381,1165.657743,1249.700796,1109.134723,1161.721344,968.1880185,936.6595078,1230.264933,969.0941374,1073.878999,1134.359175,1020.677265,993.6446462,1066.534573,1260.409823,1041.193237,1103.967212,1203.441402,1156.712079,1171.022998,1028.279132,1366.876227,1175.60977,1114.29088,1113.60781,786.2392451,784.8685559,820.3748105,1120.040114,754.9756288,662.997627,702.2216417,700.9110256,775.7348381,823.2965141,804.7857195,758.5756318,702.2646957,765.3550776,668.2484614,565.1467992
933,P38625,9565.253849,9199.706673,9307.070573,9770.162785,12587.23644,11508.53341,9859.233956,10996.13684,11229.69229,11133.35271,9746.814724,11934.77539,10304.76059,10638.03923,11045.48502,7902.560255,5081.041055,8735.274045,9350.966098,5287.105498,6563.303377,6091.915181,7910.881044,5953.947633,13596.70906,13726.13927,8880.363822,8407.553357,8863.821698,13232.46649,6406.243791,6793.349635,7213.09023,6165.847219,7017.743709,6009.720147,6308.071646,6101.113915,5991.496449,6168.734753,6104.884107,5565.370724
934,P38626,5387.693969,5732.737697,5617.148731,4599.104649,4633.766204,5350.675074,5436.608041,5168.710279,6474.970751,5584.696467,5257.622169,6293.027641,5277.563245,5215.615126,6076.223687,5494.171462,4211.541708,5529.622178,6738.788778,4173.315402,4955.567587,4796.000558,5826.802961,5323.095663,5204.321471,5406.202702,3987.624898,3655.690414,4392.416194,5060.379572,6290.349923,5963.442156,5757.836135,5917.899277,5989.822618,5126.350032,5403.610089,5373.924265,5753.651053,5471.297427,5957.710998,4235.526446
935,P38628,259.4169241,275.6831469,274.5444139,235.6479589,240.4338881,240.4260292,225.7771551,235.7637725,286.2395814,243.4256855,274.2305241,278.5752567,235.5523725,256.7039135,290.7234472,242.3323283,191.6351004,275.6934797,297.1556937,197.2714269,196.6035443,243.5895994,227.433979,219.7011331,242.7882561,271.2706441,239.5360747,222.0020504,297.3078307,257.7593951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,P38629,1013.016331,1016.300953,850.1062379,822.9290964,924.0381339,894.5632333,839.0624201,941.841078,1016.688781,962.8597577,1270.951914,1042.344659,872.4463199,849.2932577,1072.02887,918.2260725,1095.941156,848.2792166,1064.097034,1172.895862,840.319492,879.1397293,1080.025113,1218.143887,941.092529,884.906734,941.1756423,960.3434981,1051.497957,1080.09079,855.5506408,1016.044941,877.9398188,1513.658763,1093.075314,897.7515411,1014.920947,1029.871215,1018.646525,1045.317128,1102.849639,953.3939541
937,P38635,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,P38689,4784.109921,4594.307614,5264.142352,5411.633908,5713.235169,4822.901193,4540.111601,3919.352051,5826.046174,4703.71555,4967.53788,5202.559054,4167.100282,4411.542069,4974.146787,3863.518353,3004.416637,4024.832499,5201.525057,2728.184439,3349.948585,3712.792357,4196.500172,3355.96247,5842.433575,5764.705189,5047.049141,4691.068887,5523.913446,6525.087467,3190.749606,2863.403232,3156.082534,3305.948828,3389.75489,3112.070587,3097.038909,2754.582088,2757.558172,2920.535148,2972.176945,2017.412714
942,P38692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.05456404,NA,NA,26.83436043,NA,NA,42.90840801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,P38698,1465.562081,1493.717682,1577.034865,1478.351307,1645.271351,1505.807318,1365.757466,1473.5423,1732.404528,1313.251507,1562.841196,1521.641716,1292.319627,1407.16921,1438.448272,1610.057307,1202.803144,1561.552883,1892.069524,1174.663829,1205.517019,1245.508767,1485.30627,1271.423617,1593.679669,1613.92314,1329.252467,1176.5209,1401.207832,1647.743292,691.7639335,772.5899628,697.9188463,723.020211,676.2692633,684.3676037,634.1900487,681.0471275,744.5506844,711.1948137,735.5834931,620.1799593
946,P38702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,P38703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.06252858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,P38707,5649.494197,5303.627868,5829.766418,5812.020326,5523.687037,5688.250038,6296.145202,6507.562632,6438.694952,6367.565152,5714.571565,7530.997429,6225.441453,6928.096944,8045.311995,5421.023946,5610.178174,5472.647877,7148.580994,5486.096728,5771.967321,5378.82526,6305.515789,6237.014397,5841.265549,6627.415321,5935.342705,5831.347792,6750.823269,6978.742998,6142.953861,6319.011336,6541.773761,7158.725981,6562.851973,5642.927142,6326.956251,5917.32555,6151.78883,6252.048196,6113.540732,8004.751143
949,P38708,1897.296199,1838.198895,1885.916153,1666.791281,1774.425689,1646.473283,2009.783644,2098.373934,1989.230981,1865.917626,1952.019955,2052.826928,1915.677914,2226.089819,2146.900755,1509.861235,2072.032331,1615.546435,1876.873204,1981.667521,1723.559245,1700.48473,2040.748135,2486.132613,2092.216519,2284.692763,2748.565838,2328.065458,2895.53998,2016.990806,2967.331995,3147.963753,2804.386507,3417.633122,2797.2162,2679.675872,2906.885045,2597.668063,2929.196473,3115.8864,2983.878122,4089.973011
950,P38710,78.12031263,NA,290.882479,150.5949988,140.763648,101.7236537,256.9706748,128.4538006,NA,NA,370.3707313,104.0376559,NA,256.9526506,NA,376.0276259,NA,185.5342588,NA,157.3884662,150.9486975,NA,122.3776162,NA,133.3639354,80.32305605,267.8884051,NA,206.6550426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,P38712,125.3928519,134.4576198,115.3968253,130.7668313,138.6496214,120.4973811,NA,148.8515882,157.7966508,138.4474179,127.9775407,113.2214115,132.8926411,137.3489622,147.7270522,126.4176268,200.7132287,98.80502059,76.50373791,186.3189325,130.1293392,130.1178321,137.0818552,178.9627096,159.8971768,115.7030681,169.1326171,157.6318347,165.7976078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,P38714,NA,NA,NA,NA,50.80475865,70.39093379,NA,NA,NA,74.06600827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.01889443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,P38715,1613.269122,1864.548609,2137.378337,2200.42172,2268.215,2206.258867,3697.943686,3781.620647,2006.718244,2917.253174,1817.437522,3342.010511,4023.751855,3859.493269,4095.579688,1848.137267,1894.107231,1759.377319,1890.373841,1791.742874,1249.884386,1503.005871,1488.775807,2276.168545,2331.6046,2302.407224,2286.975076,2044.21151,2486.311578,2404.490284,6651.904638,5924.69739,7146.521591,5382.074145,6282.525648,6667.967011,6089.339524,6714.808226,7003.205179,6826.706325,7601.546977,5360.21231
955,P38732,222.4368494,253.2438628,287.453389,218.469784,248.2065664,222.7641803,263.3176696,229.8652175,292.2906664,259.2848616,261.6631716,345.0559815,228.5101938,346.9726064,NA,155.2894021,242.084555,179.8222462,199.546807,225.9607071,188.3642112,236.8562873,226.1652343,263.51842,231.0509214,233.6171995,201.3289938,208.435342,236.7319178,253.9571122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,P38737,94.30474387,108.0714211,107.5809225,110.420839,89.53473327,75.25192554,97.76787305,81.7839587,NA,83.64698737,137.0756445,NA,83.19345932,36.16742942,101.4047852,112.7207634,156.4887475,131.5381985,92.08937753,164.7167917,120.9129789,141.7502137,176.0378648,191.0560602,66.57419736,151.8464013,143.5470907,138.8047701,137.4602883,89.95000705,213.8890508,232.3023022,240.9736927,348.0083636,206.5131592,218.9531577,245.1192119,287.5093531,196.5480922,293.3934542,279.8246049,234.0284414
957,P38738,NA,108.0494956,NA,NA,NA,142.2150597,106.622764,NA,NA,134.8514138,NA,NA,107.9792798,NA,NA,141.4831159,159.8281682,NA,NA,161.4118209,NA,NA,NA,NA,151.9363012,NA,NA,112.0723222,NA,123.4683156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,P38741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,P38746,202.4230408,212.2012798,185.4601691,200.6732745,215.061255,215.992241,190.1654458,145.6645895,NA,209.2557925,NA,NA,154.6756388,169.8381066,NA,162.6213245,399.4701455,135.4867384,235.9435305,297.6817375,265.9691234,419.2858287,406.0693486,472.5207127,176.3097933,171.760053,179.7414295,285.900743,217.7721553,NA,NA,279.3514275,NA,217.1493268,NA,NA,NA,NA,NA,199.2107875,167.609566,NA
960,P38747,NA,NA,76.04892532,55.707234,73.42757013,57.05099283,NA,NA,NA,69.40561189,NA,NA,18.9497936,87.2824313,NA,NA,NA,NA,NA,NA,NA,62.87292285,NA,NA,70.14603443,71.6216623,NA,NA,74.1496966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,P38756,NA,NA,NA,NA,NA,NA,NA,33.87008307,28.31729091,29.28474192,NA,NA,NA,NA,NA,28.85605286,NA,NA,NA,NA,NA,NA,NA,NA,22.00223257,18.10088302,33.76463985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,P38758,443.4458784,476.8983578,395.9011791,492.1090488,457.0414387,400.7088835,306.8655396,323.3198516,413.5950186,319.6649783,361.2580975,375.8546393,307.065258,333.4462722,460.279927,356.1155143,503.8931103,468.7357345,565.4256612,529.4895707,665.4321596,767.6412324,784.869697,534.9879704,382.3852934,411.5254296,420.6531307,599.1216899,536.4072065,521.1172208,618.1174361,NA,587.9744876,NA,619.2103688,651.6818274,NA,NA,NA,NA,NA,422.4179751
964,P38759,325.4145421,347.6365785,359.500517,283.4481454,308.5681597,291.0049082,260.8994807,244.1278826,241.0682215,614.992485,301.4578124,393.1377832,238.1161682,295.6224987,301.892595,346.5194291,452.6257702,277.3289703,302.1489358,378.4896206,409.1299819,359.6676657,363.28821,325.355035,290.4822871,320.000721,237.2272012,250.2572626,341.4323563,362.4187012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
