ecnumber	sub	organism	kcat	sd
EC2.3.3.10	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.057	*
EC2.3.3.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2	*
EC2.3.3.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	13.6	*
EC2.4.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	88	*
EC2.4.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	51.6	*
EC2.4.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	70	*
EC2.4.1.101	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.106	*
EC2.4.1.101	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	8.40E-07	*
EC2.4.1.101	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.48	*
EC2.4.1.101	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	19.8	*
EC2.4.1.101	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	20	*
EC2.4.1.101	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	4.8	*
EC2.4.1.102	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00067	*
EC2.4.1.102	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	9.2	*
EC2.4.1.11	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	63	*
EC2.4.1.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	40	*
EC2.4.1.11	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	25	*
EC2.4.1.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	40	*
EC2.4.1.122	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.80E-06	*
EC2.4.1.122	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.43	*
EC2.4.1.122	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.81	*
EC2.4.1.133	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.9	*
EC2.4.1.133	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	161000	*
EC2.4.1.134	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	84	*
EC2.4.1.134	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	84	*
EC2.4.1.135	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.5	*
EC2.4.1.143	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	20	*
EC2.4.1.143	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27.5	*
EC2.4.1.144	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.40E-05	*
EC2.4.1.144	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5.52	*
EC2.4.1.145	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.65	*
EC2.4.1.146	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.20E-05	*
EC2.4.1.147	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	9.00E-05	*
EC2.4.1.147	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00033	*
EC2.4.1.147	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00034	*
EC2.4.1.148	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00017	*
EC2.4.1.148	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.00028	*
EC2.4.1.148	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0018	*
EC2.4.1.148	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00278	*
EC2.4.1.149	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.118	*
EC2.4.1.149	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00153	*
EC2.4.1.150	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.084	*
EC2.4.1.150	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.058	*
EC2.4.1.152	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.4	*
EC2.4.1.152	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.002289	*
EC2.4.1.155	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	110	*
EC2.4.1.155	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0015	*
EC2.4.1.155	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.22	*
EC2.4.1.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	999	*
EC2.4.1.17	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.682	*
EC2.4.1.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.06	*
EC2.4.1.175	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0425	*
EC2.4.1.175	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8.00E-06	*
EC2.4.1.179	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00077	*
EC2.4.1.18	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	2850	*
EC2.4.1.206	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00254	*
EC2.4.1.206	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.00254	*
EC2.4.1.206	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.20E-07	*
EC2.4.1.212	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.27E-08	*
EC2.4.1.214	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.6	*
EC2.4.1.221	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.784	*
EC2.4.1.226	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.00E-08	*
EC2.4.1.226	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	2.40E-06	*
EC2.4.1.228	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.00E-07	*
EC2.4.1.228	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.000256	*
EC2.4.1.228	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00458	*
EC2.4.1.25	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.36	*
EC2.4.1.255	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.161	*
EC2.4.1.255	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00111	*
EC2.4.1.274	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0613	*
EC2.4.1.275	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.344	*
EC2.4.1.344	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	11410	*
EC2.4.1.37	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.3	*
EC2.4.1.38	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	10.7	*
EC2.4.1.38	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.4	*
EC2.4.1.38	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	19.8	*
EC2.4.1.38	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.035	*
EC2.4.1.40	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7	*
EC2.4.1.40	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	30	*
EC2.4.1.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.002733	*
EC2.4.1.65	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	567	*
EC2.4.1.66	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.33	*
EC2.4.1.68	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.784	*
EC2.4.1.68	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.497	*
EC2.4.1.68	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.22E-05	*
EC2.4.1.68	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	4.37	*
EC2.4.1.69	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	188	*
EC2.4.1.69	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	129	*
EC2.4.1.74	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0076	*
EC2.4.1.80	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	1.39E-06	*
EC2.4.1.80	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00036	*
EC2.4.1.80	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8.20E-06	*
EC2.4.1.80	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0436	*
EC2.4.1.80	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0007	*
EC2.4.1.83	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0016	*
EC2.4.1.83	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.07	*
EC2.4.1.86	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.344	*
EC2.4.1.87	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	4.3	*
EC2.4.1.87	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	265	*
EC2.4.1.90	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	10.7	*
EC2.4.1.90	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.4	*
EC2.4.1.90	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	19.8	*
EC2.4.1.90	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.035	*
EC2.4.1.92	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	4566	*
EC2.4.1.92	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0004	*
EC2.4.2.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	78.3	*
EC2.4.2.1	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	60	*
EC2.4.2.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	139	*
EC2.4.2.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	50	*
EC2.4.2.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	143	*
EC2.4.2.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.000172	*
EC2.4.2.10	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.69	*
EC2.4.2.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0741	*
EC2.4.2.12	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.003	*
EC2.4.2.14	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0055	*
EC2.4.2.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.82	*
EC2.4.2.15	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	4.87	*
EC2.4.2.19	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.073	*
EC2.4.2.19	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.09	*
EC2.4.2.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.01235	*
EC2.4.2.19	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.091	*
EC2.4.2.20	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.497	*
EC2.4.2.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0285	*
EC2.4.2.26	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.419	*
EC2.4.2.28	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	10.3	*
EC2.4.2.28	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	10.2	*
EC2.4.2.28	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0283	*
EC2.4.2.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.7	*
EC2.4.2.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	636	*
EC2.4.2.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	53	*
EC2.4.2.30	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.02	*
EC2.4.2.31	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	14	*
EC2.4.2.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1100	*
EC2.4.2.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.00946	*
EC2.4.2.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	18	*
EC2.4.2.42	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.075	*
EC2.4.2.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	21.8	*
EC2.4.2.7	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	20.6	*
EC2.4.2.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.1	*
EC2.4.2.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.39	*
EC2.4.2.8	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	9	*
EC2.4.2.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	46	*
EC2.4.2.8	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3	*
EC2.4.99.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	26	*
EC2.4.99.1	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	0.0035	*
EC2.4.99.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.6	*
EC2.4.99.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8.00E-07	*
EC2.4.99.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	8.2	*
EC2.4.99.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0084	*
EC2.4.99.20	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.4	*
EC2.4.99.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	28.3	*
EC2.4.99.3	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.00435	*
EC2.4.99.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0003	*
EC2.4.99.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	44.6	*
EC2.4.99.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	10.6	*
EC2.4.99.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.7	*
EC2.4.99.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0189	*
EC2.4.99.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0006048	*
EC2.4.99.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0094	*
EC2.5.1.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.922	*
EC2.5.1.16	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.12	*
EC2.5.1.16	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.66	*
EC2.5.1.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.3	*
EC2.5.1.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.047	*
EC2.5.1.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.49	*
EC2.5.1.18	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	26.6	*
EC2.5.1.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	254.9	*
EC2.5.1.18	*	macaca fascicularis//eukaryotes;animals;vertebrates;mammals//mcf	0.318	*
EC2.5.1.18	*	macaca mulatta//eukaryotes;animals;vertebrates;mammals//mcc	0.41	*
EC2.5.1.18	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	148	*
EC2.5.1.18	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	20.4	*
EC2.5.1.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	130	*
EC2.5.1.18	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	124	*
EC2.5.1.21	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.2	*
EC2.5.1.22	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.579	*
EC2.5.1.22	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2425	*
EC2.5.1.22	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.306	*
EC2.5.1.26	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.067	*
EC2.5.1.29	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.098	*
EC2.5.1.29	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.133	*
EC2.5.1.29	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.117	*
EC2.5.1.29	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.79E-05	*
EC2.5.1.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.061	*
EC2.5.1.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.117	*
EC2.5.1.46	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.019	*
EC2.5.1.46	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.000137	*
EC2.5.1.57	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	11.7	*
EC2.5.1.57	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.505	*
EC2.5.1.57	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.83	*
EC2.5.1.58	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0207	*
EC2.5.1.58	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0085	*
EC2.5.1.59	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0059	*
EC2.5.1.59	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.007	*
EC2.5.1.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	12.4	*
EC2.5.1.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	216	*
EC2.5.1.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	110000	*
EC2.5.1.6	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0431	*
EC2.5.1.60	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.098	*
EC2.5.1.61	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0402	*
EC2.6.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	136	*
EC2.6.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	443	*
EC2.6.1.1	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	217	*
EC2.6.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	215	*
EC2.6.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	170	*
EC2.6.1.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	33	*
EC2.6.1.13	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	19.08	*
EC2.6.1.13	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16	*
EC2.6.1.13	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0026	*
EC2.6.1.14	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.08	*
EC2.6.1.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.25	*
EC2.6.1.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5	*
EC2.6.1.19	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	18	*
EC2.6.1.19	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	17.5	*
EC2.6.1.19	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5	*
EC2.6.1.19	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	4.1	*
EC2.6.1.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	600	*
EC2.6.1.19	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	18.2	*
EC2.6.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	60.2	*
EC2.6.1.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1.58	*
EC2.6.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	480	*
EC2.6.1.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	213	*
EC2.6.1.22	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.133	*
EC2.6.1.22	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.185	*
EC2.6.1.23	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.49	*
EC2.6.1.24	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.53	*
EC2.6.1.26	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	15	*
EC2.6.1.27	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.04	*
EC2.6.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.085	*
EC2.6.1.31	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.081	*
EC2.6.1.31	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.066	*
EC2.6.1.39	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.53	*
EC2.6.1.39	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	10.68	*
EC2.6.1.39	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	26.1	*
EC2.6.1.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	87	*
EC2.6.1.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.13	*
EC2.6.1.40	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	11.3	*
EC2.6.1.40	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.093	*
EC2.6.1.42	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	125	*
EC2.6.1.42	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	89.81	*
EC2.6.1.42	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	98.33	*
EC2.6.1.42	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	50	*
EC2.6.1.43	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.753	*
EC2.6.1.43	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0266	*
EC2.6.1.43	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	36.9	*
EC2.6.1.44	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	86.3	*
EC2.6.1.44	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	51.8	*
EC2.6.1.44	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	23.2	*
EC2.6.1.44	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	160	*
EC2.6.1.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1200	*
EC2.6.1.51	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	16.63	*
EC2.6.1.51	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3.58	*
EC2.6.1.51	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	25.7	*
EC2.6.1.52	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	15	*
EC2.6.1.52	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	12	*
EC2.6.1.52	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	1.29	*
EC2.6.1.57	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	15.4	*
EC2.6.1.58	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	13.8	*
EC2.6.1.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.033	*
EC2.6.1.60	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.9	*
EC2.6.1.64	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.48	*
EC2.6.1.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.8	*
EC2.6.1.75	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.423	*
EC2.7.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	141	*
EC2.7.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	192.5	*
EC2.7.1.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.033	*
EC2.7.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	165	*
EC2.7.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	120	*
EC2.7.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	191.5	*
EC2.7.1.105	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.092	*
EC2.7.1.105	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.277	*
EC2.7.1.105	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.08	*
EC2.7.1.106	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.136	*
