ecnumber	sub	organism	kcat	sd
EC2.7.1.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.91	*
EC2.7.1.60	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.6	*
EC2.7.1.60	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10.9	*
EC2.7.1.67	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.7	*
EC2.7.1.67	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.18	*
EC2.7.1.67	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	1.149	*
EC2.7.1.67	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.143	*
EC2.7.1.67	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	8.824	*
EC2.7.1.68	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.171	*
EC2.7.1.68	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.117	*
EC2.7.1.68	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	1.75	*
EC2.7.1.68	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.021	*
EC2.7.1.74	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0206	*
EC2.7.1.74	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1648	*
EC2.7.1.74	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0846	*
EC2.7.1.76	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.073	*
EC2.7.1.76	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.54	*
EC2.7.1.76	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.06	*
EC2.7.1.78	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0167	*
EC2.7.1.78	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.125	*
EC2.7.1.78	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0007	*
EC2.7.1.78	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0418	*
EC2.7.1.81	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.114	*
EC2.7.1.82	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.398	*
EC2.7.1.91	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.00375	*
EC2.7.1.91	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	43.4	*
EC2.7.1.91	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.00024	*
EC2.7.10.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0173	*
EC2.7.11.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	17.38	*
EC2.7.11.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.25	*
EC2.7.11.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.81	*
EC2.7.11.11	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.3	*
EC2.7.11.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.026	*
EC2.7.11.14	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.2	*
EC2.7.11.15	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1	*
EC2.7.11.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.00067	*
EC2.7.11.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.98	*
EC2.7.11.17	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.022	*
EC2.7.11.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3	*
EC2.7.11.18	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	18.5	*
EC2.7.11.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.1	*
EC2.7.11.18	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	25	*
EC2.7.11.18	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	7.7	*
EC2.7.11.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.47	*
EC2.7.11.18	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.9	*
EC2.7.11.19	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	8.3	*
EC2.7.11.19	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	10.9	*
EC2.7.11.19	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	10.2	*
EC2.7.11.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.426	*
EC2.7.11.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.332	*
EC2.7.11.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.1	*
EC2.7.11.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.24	*
EC2.7.11.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.9	*
EC2.7.11.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.536	*
EC2.7.11.23	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.238	*
EC2.7.11.26	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.056	*
EC2.7.11.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.57	*
EC2.7.11.27	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.5	*
EC2.7.11.29	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0033	*
EC2.7.11.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	101	*
EC2.7.11.31	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.6	*
EC2.7.11.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.05	*
EC2.7.2.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	710	*
EC2.7.2.3	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	1000	*
EC2.7.2.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2260	*
EC2.7.2.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	710	*
EC2.7.2.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	760	*
EC2.7.2.3	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	720	*
EC2.7.2.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	460	*
EC2.7.2.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1000	*
EC2.7.3.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	410	*
EC2.7.3.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	50.25	*
EC2.7.3.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	276	*
EC2.7.4.10	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	135	*
EC2.7.4.10	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	17.5	*
EC2.7.4.11	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.6	*
EC2.7.4.14	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	337	*
EC2.7.4.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	30.17	*
EC2.7.4.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	69.1	*
EC2.7.4.21	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.558	*
EC2.7.4.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2244	*
EC2.7.4.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3200	*
EC2.7.4.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	2200	*
EC2.7.4.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1900	*
EC2.7.4.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1810	*
EC2.7.4.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	360	*
EC2.7.4.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	800	*
EC2.7.4.6	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2026	*
EC2.7.4.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	354	*
EC2.7.4.8	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.24	*
EC2.7.4.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.2	*
EC2.7.4.8	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	28	*
EC2.7.4.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.833	*
EC2.7.4.9	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	12.76	*
EC2.7.6.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	35.7	*
EC2.7.6.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	39.1	*
EC2.7.6.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0602	*
EC2.7.6.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0047	*
EC2.7.6.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00165	*
EC2.7.7.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	16.7	*
EC2.7.7.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	76.5	*
EC2.7.7.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	40	*
EC2.7.7.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0027	*
EC2.7.7.12	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	25.7	*
EC2.7.7.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	122	*
EC2.7.7.13	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	24.1	*
EC2.7.7.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.505	*
EC2.7.7.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	47.5	*
EC2.7.7.19	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	28.33	*
EC2.7.7.19	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3175	*
EC2.7.7.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.8	*
EC2.7.7.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.133	*
EC2.7.7.23	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	330	*
EC2.7.7.23	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.17	*
EC2.7.7.23	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	14.9	*
EC2.7.7.28	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.38	*
EC2.7.7.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	300	*
EC2.7.7.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.61	*
EC2.7.7.30	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0036	*
EC2.7.7.34	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.046	*
EC2.7.7.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00012	*
EC2.7.7.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	9.3	*
EC2.7.7.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	14.2	*
EC2.7.7.41	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.5	*
EC2.7.7.41	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00011	*
EC2.7.7.43	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	18.25	*
EC2.7.7.43	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.045	*
EC2.7.7.43	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2	*
EC2.7.7.43	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.58	*
EC2.7.7.50	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3.00E-05	*
EC2.7.7.50	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.00E-05	*
EC2.7.7.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.05	*
EC2.7.7.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.05	*
EC2.7.7.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.33	*
EC2.7.7.83	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	69	*
EC2.7.7.84	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	10.1	*
EC2.7.7.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	200	*
EC2.7.7.9	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	2.15	*
EC2.7.7.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	200	*
EC2.7.7.9	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	495	*
EC2.7.8.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0763	*
EC2.7.8.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.1	*
EC2.7.8.11	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.002	*
EC2.7.8.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	34	*
EC2.7.8.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.8	*
EC2.7.8.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.12	*
EC2.7.8.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.82	*
EC2.7.8.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.000733	*
EC2.7.8.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00036	*
EC2.7.8.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.13	*
EC2.7.8.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0132	*
EC2.7.8.29	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.51	*
EC2.7.8.29	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1	*
EC2.7.8.41	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.10E-06	*
EC2.7.8.5	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	12	*
EC2.8.1.1	*	bos indicus//eukaryotes;animals;vertebrates;mammals//biu	1.25	*
EC2.8.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	816	*
EC2.8.1.1	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	1.7	*
EC2.8.1.1	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	8.99	*
EC2.8.1.1	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	1.7	*
EC2.8.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.965	*
EC2.8.1.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1071	*
EC2.8.1.1	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	16.3	*
EC2.8.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	600	*
EC2.8.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1240	*
EC2.8.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3793	*
EC2.8.1.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.58E-05	*
EC2.8.2.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.13	*
EC2.8.2.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.282	*
EC2.8.2.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.2	*
EC2.8.2.11	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3.65E-07	*
EC2.8.2.14	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.02361	*
EC2.8.2.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0164	*
EC2.8.2.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.133	*
EC2.8.2.15	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.9993	*
EC2.8.2.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0035	*
EC2.8.2.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.00E-07	*
EC2.8.2.17	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.000231	*
EC2.8.2.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.20E-07	*
EC2.8.2.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.016	*
EC2.8.2.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.85E-06	*
EC2.8.2.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.15	*
EC2.8.2.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0004737	*
EC2.8.2.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.57	*
EC2.8.2.20	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0057	*
EC2.8.2.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.3	*
EC2.8.2.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.329	*
EC2.8.2.21	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.30E-05	*
EC2.8.2.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.236	*
EC2.8.2.33	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0022	*
EC2.8.2.34	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.018	*
EC2.8.2.34	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.023	*
EC2.8.2.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.01	*
EC2.8.2.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0455	*
EC2.8.2.5	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.00E-05	*
EC2.8.2.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.00E-06	*
EC2.8.2.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	231	*
EC2.8.2.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.95	*
EC2.8.2.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.8	*
EC2.8.3.13	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.248	*
EC2.8.3.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0038	*
EC2.8.3.5	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	200	*
EC2.8.3.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	161	*
EC2.8.3.5	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	280	*
EC3.1.1.1	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	1.92	*
EC3.1.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	610	*
EC3.1.1.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	394.8	*
EC3.1.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	374	*
EC3.1.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	437	*
EC3.1.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	600	*
EC3.1.1.10	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.706	*
EC3.1.1.13	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	51.6	*
EC3.1.1.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	234.6	*
EC3.1.1.13	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.001	*
EC3.1.1.13	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.028	*
EC3.1.1.13	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	333	*
EC3.1.1.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1001	*
EC3.1.1.17	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1040	*
EC3.1.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	40	*
EC3.1.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1120	*
EC3.1.1.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3.5	*
EC3.1.1.23	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	360	*
EC3.1.1.23	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	350	*
EC3.1.1.25	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	671	*
EC3.1.1.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2976	*
EC3.1.1.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	68	*
EC3.1.1.3	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	8000	*
EC3.1.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8000	*
EC3.1.1.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1150	*
EC3.1.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	5120	*
EC3.1.1.31	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	55.2	*
EC3.1.1.31	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3330	*
EC3.1.1.31	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.18	*
EC3.1.1.32	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.95	*
EC3.1.1.32	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	155	*
EC3.1.1.32	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1192	*
EC3.1.1.34	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	431.6	*
EC3.1.1.34	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10.77	*
EC3.1.1.34	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	56.95	*
EC3.1.1.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2910	*
EC3.1.1.4	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	600	*
EC3.1.1.4	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	6671	*
EC3.1.1.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	9300	*
EC3.1.1.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.381	*
EC3.1.1.4	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	290	*
EC3.1.1.4	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	4.725	*
EC3.1.1.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5000	*
EC3.1.1.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	16000	*
EC3.1.1.43	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5148	*
EC3.1.1.47	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	7.2	*
EC3.1.1.47	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	9.46	*
EC3.1.1.47	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.038	*
EC3.1.1.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27.1	*
EC3.1.1.47	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.176	*
EC3.1.1.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	27.3	*
EC3.1.1.5	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.34	*
EC3.1.1.5	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	7.58	*
EC3.1.1.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.24	*
EC3.1.1.5	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.31	*
EC3.1.1.52	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.742	*
EC3.1.1.52	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.45	*
EC3.1.1.53	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.15	*
EC3.1.1.53	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.8	*
EC3.1.1.55	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	0.042	*
EC3.1.1.55	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.039	*
EC3.1.1.55	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.08	*
EC3.1.1.55	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.55	*
EC3.1.1.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	376	*
EC3.1.1.67	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.04433	*
EC3.1.1.67	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.0112	*
EC3.1.1.67	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.035	*
EC3.1.1.7	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	372	*
EC3.1.1.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4572	*
EC3.1.1.7	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	7700	*
EC3.1.1.7	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	21	*
EC3.1.1.77	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.555	*
EC3.1.1.79	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	30	*
EC3.1.1.79	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	143	*
EC3.1.1.79	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	21	*
EC3.1.1.8	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	9.2	*
EC3.1.1.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	760	*
EC3.1.1.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4612	*
EC3.1.1.81	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.013	*
EC3.1.1.81	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	0.013	*
EC3.1.1.81	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.014	*
EC3.1.1.81	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.012	*
EC3.1.1.81	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.016	*
